,Encoding,CRF,TMO,Temporal,Spatial,Content,SurealMOS
13091,pq,39,ITU21TMO,framewise,peak_hdr_1000000.0,CenterPanorama,30.904960343003452
13092,hlg,31,Yang21TMO,smooth,desat_0.25,StainedGlass,56.37417138401413
13093,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_3,StainedGlass,57.426565531235624
13094,pq,23,Oskarsson17TMO,framewise,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Light2,56.31904534154398
13095,pq,31,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,football3,60.691916066428334
13096,pq,23,Yang21TMO,framewise,desat_0.25,Light2,54.04451259155888
13097,hlg,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,CarPark,60.5837023749344
13098,pq,23,Eilertsen15TMO,smooth,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,CenterPanorama,60.76637476735787
13099,pq,31,Reinhard12TMO,shot,viewing_cond_blue,football3,51.396913406801445
13100,hlg,31,ITU21TMO,framewise,peak_hdr_1000.0,CarPark,62.82290659116737
13101,pq,31,Reinhard12TMO,shot,viewing_cond_green,golf2,53.56186944077494
13102,hlg,39,ITU21TMO,smooth,peak_hdr_100000.0,Trees,50.18608663282381
13103,hlg,23,Rana19TMO,framewise,desat_0.25,StainedGlass,52.84523349414043
13104,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,firework,53.11681296310771
13105,hlg,31,HableTMO,framewise,desat_0.25,Nativity,54.10608975317249
13106,hlg,23,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,CarPark,42.64655208788835
13107,pq,23,Rana19TMO,smooth,desat_0.75,firework,28.828039159188464
13108,pq,23,Yang21TMO,framewise,desat_0.5,CenterPanorama,50.79355786512976
13109,pq,23,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,firework,67.44870929627064
13110,hlg,39,HableTMO,shot,desat_0.75,CarPark,35.25942925896575
13111,pq,23,HableTMO,smooth,desat_0.75,golf2,45.547486364431066
13112,hlg,39,HableTMO,shot,desat_0.5,Nativity,41.47734949117554
13113,pq,39,ITU21TMO,smooth,peak_hdr_10000.0,CenterPanorama,27.959390751159596
13114,hlg,31,Shan12TMO,shot,wavelet_haar_levels_2,CarPark,54.6159275231088
13115,hlg,31,Eilertsen15TMO,framewise,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Nativity,52.18228782060346
13116,pq,31,HableTMO,smooth,desat_0.5,firework,65.5200754695921
13117,hlg,31,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Nativity,54.779608502870644
13118,hlg,31,ITU21TMO,smooth,peak_hdr_1000000.0,CarPark,53.76648315681978
13119,hlg,39,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Nativity,45.9003772434073
13120,hlg,23,Yang21TMO,smooth,desat_0.0,Trees,46.703411457493594
13121,pq,23,HableTMO,framewise,desat_0.0,football3,47.79169972634439
13122,pq,31,Eilertsen15TMO,smooth,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,football3,51.6367724429714
13123,pq,23,Reinhard12TMO,framewise,viewing_cond_red,firework,67.0920393782658
13124,pq,31,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light2,46.41186863444669
13125,hlg,31,Yang21TMO,shot,desat_0.5,StainedGlass,49.87368436455671
13126,hlg,23,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Blinds,47.14012790501898
13127,hlg,39,Reinhard12TMO,framewise,viewing_cond_red,Fall,49.73955435559185
13128,pq,39,Shan12TMO,framewise,wavelet_haar_levels_3,NighTraffic,23.759410164669415
13129,hlg,31,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sculpture,49.75043146114109
13130,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Birds,53.214065372800164
13131,pq,39,ITU21TMO,shot,peak_hdr_1000000.0,CourtYard,49.0641826175612
13132,hlg,39,Rana19TMO,smooth,desat_0.25,Snow3,40.96664539527986
13133,pq,23,ITU21TMO,framewise,peak_hdr_100000.0,Chasing4,55.44792093126306
13134,hlg,23,Reinhard12TMO,framewise,viewing_cond_green,Snow3,52.88110465352878
13135,pq,23,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Light3,65.13206983328817
13136,pq,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Chasing4,45.024566873661385
13137,pq,31,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Light3,60.346938287007994
13138,pq,39,ITU21TMO,framewise,peak_hdr_1000.0,CourtYard,45.89208319947674
13139,hlg,23,DolbyVisionTMO,smooth,None,Birds,55.01677447081754
13140,pq,23,Shan12TMO,smooth,wavelet_haar_levels_1,Light3,66.4095301117565
13141,hlg,31,ITU21TMO,smooth,peak_hdr_10000.0,Birds,53.21228561255816
13142,hlg,31,Yang21TMO,framewise,desat_0.5,Blinds,42.423383927902485
13143,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,NighTraffic,62.00359928725425
13144,hlg,31,Rana19TMO,framewise,desat_0.0,Sculpture,48.880421850389475
13145,hlg,23,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Fall,52.71198649259832
13146,hlg,39,Reinhard12TMO,smooth,viewing_cond_neutral,Fall,61.78811207128822
13147,pq,23,Shan12TMO,shot,wavelet_haar_levels_1,Skyscraper,63.74567311451694
13148,pq,23,Rana19TMO,shot,desat_0.75,Skyscraper,38.830365393874175
13149,hlg,31,Reinhard12TMO,shot,viewing_cond_blue,Sculpture,53.573033644038986
13150,hlg,23,ITU21TMO,shot,peak_hdr_10000.0,Fall,63.43754814974368
13151,hlg,39,HableTMO,smooth,desat_0.5,Birds,37.04960426407529
13152,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,NighTraffic,39.34246646980127
13153,hlg,39,ITU21TMO,smooth,peak_hdr_10000.0,Fall,55.555246284703415
13154,hlg,31,Yang21TMO,shot,desat_0.0,Birds,52.209263520737046
13155,pq,23,ITU21TMO,smooth,peak_hdr_10000.0,Chasing4,53.58872107035503
13156,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Blinds,50.32264775510795
13157,pq,31,Rana19TMO,framewise,desat_0.5,Light3,34.00366514438841
13158,hlg,39,Shan12TMO,shot,wavelet_haar_levels_4,Snow3,43.754397552133106
13159,pq,39,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,CourtYard,38.0450070202355
13160,pq,39,ITU21TMO,framewise,peak_hdr_10000.0,CourtYard,47.626138908591265
13161,hlg,23,Reinhard12TMO,shot,viewing_cond_green,Birds,54.18067776215683
13162,pq,23,Reinhard12TMO,shot,viewing_cond_red,Light3,68.34527181970182
13163,hlg,31,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sculpture,51.12430205502692
13164,pq,23,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,CourtYard,76.7306698413597
13165,hlg,31,Rana19TMO,shot,desat_0.0,Snow3,49.634756734274966
13166,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Skyscraper,67.31413989750797
13167,pq,31,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Skyscraper,38.96576117817613
13168,pq,39,ITU21TMO,smooth,peak_hdr_1000.0,Skyscraper,36.14198223417015
13169,pq,31,Reinhard12TMO,framewise,viewing_cond_neutral,NighTraffic,62.52907308260371
13170,hlg,31,ExpertTM,None,None,Sculpture,59.771136280917766
13171,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow3,46.43968494062763
13172,hlg,23,Yang21TMO,shot,desat_0.25,Blinds,46.77292964008288
13173,hlg,39,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Snow3,41.52458990806853
13174,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,NighTraffic,60.77739471451409
13175,hlg,39,Reinhard12TMO,shot,viewing_cond_red,Blinds,40.43220640239914
13176,pq,23,HableTMO,framewise,desat_0.25,Chasing4,42.56657757248345
13177,pq,31,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Skyscraper,65.23304530040755
13178,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Light3,51.57063573851106
13179,pq,23,Yang21TMO,smooth,desat_0.5,Skyscraper,68.90359262620053
13180,pq,23,HableTMO,shot,desat_0.75,NighTraffic,37.81687447670382
13181,hlg,31,ITU21TMO,shot,peak_hdr_10000.0,Birds,56.04931376736065
13182,hlg,23,HableTMO,smooth,desat_0.0,Blinds,51.3927508079981
13183,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Fall,43.18604284790768
13184,pq,23,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Skyscraper,71.08854648463239
13185,pq,39,Shan12TMO,smooth,wavelet_haar_levels_4,Chasing4,37.83517661566854
13186,pq,39,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,NighTraffic,27.251138916953728
13187,hlg,31,ITU21TMO,framewise,peak_hdr_100000.0,Birds,57.11262166835914
13188,pq,23,HableTMO,framewise,desat_0.0,CourtYard,63.84660881454068
13189,hlg,23,Yang21TMO,shot,desat_0.75,Fall,50.2294382259785
13190,hlg,39,Reinhard12TMO,shot,viewing_cond_blue,Sculpture,47.38493619347874
13191,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,Chasing4,55.505348460829
13192,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,NighTraffic,51.05184002411026
13193,hlg,31,Shan12TMO,framewise,wavelet_haar_levels_2,Snow3,50.4401905907398
13194,hlg,31,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sculpture,57.23439285203351
13195,pq,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Chasing4,35.08443803599227
13196,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,CourtYard,71.24209043461006
13197,pq,39,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Light3,52.59713240048582
13198,hlg,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,Fall,55.94939388899955
13199,hlg,39,Yang21TMO,framewise,desat_0.5,Blinds,37.63123507602624
13200,hlg,23,Shan12TMO,shot,wavelet_haar_levels_3,Lights2,56.24223474025305
13201,hlg,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Snow1,45.67275969125276
13202,pq,31,Reinhard12TMO,framewise,viewing_cond_red,Flowers,65.5030042848897
13203,pq,39,Reinhard12TMO,framewise,viewing_cond_neutral,Flowers,62.92007236218592
13204,hlg,23,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Snow2,45.3906417441409
13205,hlg,31,Yang21TMO,smooth,desat_0.25,Buildings,47.00071302275671
13206,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_3,Snow1,50.88591488241138
13207,hlg,39,Rana19TMO,smooth,desat_0.75,Snow1,34.40433636840814
13208,hlg,31,HableTMO,framewise,desat_0.0,Sunset1,51.36762970499939
13209,pq,39,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing3,48.643737420820976
13210,hlg,31,Reinhard12TMO,smooth,viewing_cond_neutral,Sunset1,47.65936276170543
13211,pq,39,Reinhard12TMO,shot,viewing_cond_red,Flowers,57.56554845012893
13212,hlg,23,Reinhard12TMO,shot,viewing_cond_neutral,Snow2,57.88049959152541
13213,hlg,31,ColorTransformTMO,framewise,None,Snow2,56.75005158117362
13214,pq,39,Rana19TMO,smooth,desat_0.0,Chasing3,34.990456896531555
13215,hlg,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,Buildings,51.68577785505011
13216,pq,31,Yang21TMO,framewise,desat_0.5,Flowers,61.34739263376104
13217,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Chasing1,63.850304610379624
13218,pq,31,ColorTransformTMO,smooth,None,Flowers,67.46065475706725
13219,pq,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,Chasing1,55.06305504619167
13220,pq,39,HableTMO,framewise,desat_0.75,Chasing3,38.2525023426003
13221,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Buildings,60.47352035898769
13222,hlg,23,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Buildings,54.155172743389464
13223,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,Snow2,45.12543353147256
13224,hlg,39,Yang21TMO,framewise,desat_0.0,Buildings,45.73107399148204
13225,hlg,39,ITU21TMO,smooth,peak_hdr_1000.0,Lights2,45.03471240664764
13226,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Snow2,39.772978302343255
13227,hlg,23,ITU21TMO,framewise,peak_hdr_1000.0,Buildings,60.43937056916732
13228,hlg,39,Shan12TMO,smooth,wavelet_haar_levels_1,Snow2,44.81103507872427
13229,hlg,23,Rana19TMO,shot,desat_0.25,Sunset1,42.631458243676875
13230,pq,39,ColorTransformTMO,smooth,None,Chasing3,42.00431686110809
13231,pq,31,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,CargoBoat,48.125919682467064
13232,pq,23,Yang21TMO,smooth,desat_0.75,Flowers,54.84593998494257
13233,pq,23,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Daylight1,49.32399366872319
13234,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights2,57.36925101069555
13235,hlg,31,Yang21TMO,framewise,desat_0.0,Snow2,48.64459104155836
13236,hlg,23,Shan12TMO,smooth,wavelet_haar_levels_1,Snow1,59.19645041420102
13237,hlg,23,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Snow1,47.2802344591773
13238,pq,39,Yang21TMO,smooth,desat_0.75,CargoBoat,29.878949934721806
13239,hlg,31,HableTMO,smooth,desat_0.25,Buildings,52.88533509541721
13240,pq,31,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Daylight1,39.57193550432023
13241,pq,31,ITU21TMO,framewise,peak_hdr_1000000.0,Chasing3,44.74407641353509
13242,hlg,23,Reinhard12TMO,framewise,viewing_cond_red,Sunset1,57.439036433648454
13243,pq,23,Reinhard12TMO,shot,viewing_cond_blue,Daylight1,58.27119225786666
13244,pq,31,Yang21TMO,shot,desat_0.25,Daylight1,43.03627557025251
13245,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Snow2,55.77074530088655
13246,hlg,31,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Snow1,46.97133454760397
13247,hlg,39,HableTMO,smooth,desat_0.25,Sunset1,38.05979610659723
13248,hlg,23,Eilertsen15TMO,framewise,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Snow1,54.00205401412537
13249,pq,23,ColorTransformTMO,framewise,None,CargoBoat,52.93149234623316
13250,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Daylight1,57.54179925096031
13251,pq,39,Shan12TMO,shot,wavelet_haar_levels_3,CargoBoat,30.371658199896547
13252,hlg,23,Yang21TMO,shot,desat_0.0,Sunset1,41.44240194821449
13253,pq,39,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,CargoBoat,33.00950895548548
13254,pq,23,Yang21TMO,framewise,desat_0.0,Chasing3,55.566816357547836
13255,pq,23,Oskarsson17TMO,framewise,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Chasing1,63.15950560188488
13256,pq,39,HableTMO,smooth,desat_0.75,Daylight1,33.52860593624541
13257,pq,31,Shan12TMO,shot,wavelet_haar_levels_2,Daylight1,49.18730932545872
13258,hlg,23,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Lights2,44.4828195166493
13259,pq,23,Shan12TMO,smooth,wavelet_haar_levels_2,Flowers,68.78473250269928
13260,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing1,57.63119799959204
13261,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Chasing1,58.0025966202689
13262,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Chasing1,47.072640395076
13263,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset1,37.15076419830121
13264,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_1,Buildings,57.271939570563056
13265,hlg,31,Reinhard12TMO,smooth,viewing_cond_red,Lights2,60.98771978551717
13266,pq,39,HableTMO,shot,desat_0.75,Daylight1,36.70793606556127
13267,hlg,23,Rana19TMO,smooth,desat_0.25,Lights2,53.10238884168949
13268,pq,23,ITU21TMO,shot,peak_hdr_1000000.0,Chasing3,50.252011380810906
13269,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,CargoBoat,33.641992784944385
13270,pq,39,Shan12TMO,shot,wavelet_haar_levels_4,CargoBoat,28.490378400306817
13271,hlg,39,Yang21TMO,smooth,desat_0.0,Snow1,44.2738076267802
13272,pq,23,ITU21TMO,shot,peak_hdr_1000.0,Chasing1,53.341159025763695
13273,hlg,23,Reinhard12TMO,smooth,viewing_cond_blue,Lights2,59.462316816371725
13274,pq,23,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing3,62.207229920086604
13275,pq,39,HableTMO,smooth,desat_0.25,Porsche,65.72222548519203
13276,pq,23,HableTMO,smooth,desat_0.25,OfficeBuilding,58.74238585774651
13277,pq,39,Shan12TMO,framewise,wavelet_haar_levels_4,Light4,50.21918975024566
13278,hlg,39,Shan12TMO,smooth,wavelet_haar_levels_3,Moon,41.102553345997094
13279,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Light4,55.66053474005836
13280,hlg,23,Reinhard12TMO,shot,viewing_cond_neutral,Hockey,50.34669938759291
13281,hlg,39,Rana19TMO,framewise,desat_0.25,Moon,30.47263496899902
13282,hlg,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,Lights1,44.12901939340855
13283,hlg,39,DolbyVisionTMO,framewise,None,Moon,47.45916820317017
13284,hlg,23,Yang21TMO,shot,desat_0.0,Lights1,51.88497769752569
13285,hlg,39,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Lights1,46.19121721926722
13286,hlg,39,ITU21TMO,shot,peak_hdr_1000.0,Hockey,41.351935249900905
13287,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights1,53.24160305983036
13288,hlg,31,HableTMO,smooth,desat_0.25,CoffeeShop,58.632350542820696
13289,hlg,31,ITU21TMO,shot,peak_hdr_1000.0,Hockey,49.55074272212519
13290,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,OfficeBuilding,57.137399848119564
13291,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset2,41.702642356976554
13292,pq,31,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,57.16349546557736
13293,pq,31,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Bonfire,40.95199549435389
13294,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Moon,56.87334245789739
13295,hlg,39,Yang21TMO,smooth,desat_0.0,Hockey,36.94440419319985
13296,hlg,39,ITU21TMO,shot,peak_hdr_10000.0,Sunset2,43.31751793551955
13297,pq,31,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Bonfire,44.076838745730015
13298,hlg,23,HableTMO,smooth,desat_0.75,Sunset2,37.16162488091797
13299,pq,31,HableTMO,framewise,desat_0.25,Porsche,72.36773139125216
13300,pq,23,Rana19TMO,smooth,desat_0.75,Porsche,41.77496233035302
13301,hlg,31,HableTMO,shot,desat_0.5,Hockey,46.03984633200978
13302,hlg,39,Reinhard12TMO,smooth,viewing_cond_red,CoffeeShop,54.80329890401751
13303,hlg,39,HableTMO,smooth,desat_0.5,Sunset2,38.96924272445511
13304,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,OfficeBuilding,41.57372137945693
13305,pq,31,Shan12TMO,shot,wavelet_haar_levels_3,Porsche,59.63096623364237
13306,pq,23,HableTMO,shot,desat_0.25,Porsche,74.25389739475699
13307,hlg,39,Yang21TMO,smooth,desat_0.75,CoffeeShop,41.29399589279312
13308,pq,23,Yang21TMO,smooth,desat_0.0,Light4,57.712642415018394
13309,pq,23,Reinhard12TMO,smooth,viewing_cond_neutral,OfficeBuilding,59.51221545619448
13310,hlg,23,Shan12TMO,smooth,wavelet_haar_levels_3,CoffeeShop,60.54078166909266
13311,hlg,39,Reinhard12TMO,shot,viewing_cond_green,CoffeeShop,50.94007647964884
13312,hlg,23,Rana19TMO,framewise,desat_0.0,Moon,37.552042084576975
13313,pq,23,Yang21TMO,shot,desat_0.5,Porsche,66.5166809799511
13314,pq,23,Shan12TMO,framewise,wavelet_haar_levels_3,UrbanLandmark,29.84295049584849
13315,pq,39,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Bonfire,44.638203796106914
13316,hlg,39,ColorTransformTMO,framewise,None,Hockey,42.883018721854874
13317,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,OfficeBuilding,48.31692830736933
13318,hlg,31,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Lights1,55.82508951570202
13319,hlg,31,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Moon,42.96227606756954
13320,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Bonfire,46.02377491881062
13321,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,69.7191885596961
13322,hlg,23,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Lights1,55.33646327353219
13323,hlg,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,CoffeeShop,67.2264434648524
13324,pq,39,ITU21TMO,framewise,peak_hdr_1000000.0,UrbanLandmark,38.07136080448954
13325,pq,39,Reinhard12TMO,framewise,viewing_cond_green,Light4,54.390836556766075
13326,pq,39,Yang21TMO,framewise,desat_0.75,Bonfire,29.693372859221437
13327,pq,23,HableTMO,framewise,desat_0.25,OfficeBuilding,56.59989194745881
13328,pq,23,Shan12TMO,smooth,wavelet_haar_levels_4,UrbanLandmark,33.698800436153846
13329,hlg,39,Shan12TMO,shot,wavelet_haar_levels_3,Hockey,34.978950623832944
13330,hlg,23,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset2,48.02973375389387
13331,hlg,31,Reinhard12TMO,smooth,viewing_cond_green,Sunset2,53.199520673273284
13332,pq,31,Rana19TMO,shot,desat_0.25,Light4,31.174869203649184
13333,pq,31,Oskarsson17TMO,framewise,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Light4,59.46534738355744
13334,hlg,23,Shan12TMO,shot,wavelet_haar_levels_1,Hockey,54.653896047997605
13335,hlg,39,Rana19TMO,shot,desat_0.0,CoffeeShop,39.21451202114735
13336,hlg,39,Reinhard12TMO,shot,viewing_cond_blue,Moon,42.325827142749134
13337,hlg,31,ITU21TMO,framewise,peak_hdr_1000.0,Sunset2,54.31166074359979
13338,pq,39,Yang21TMO,framewise,desat_0.5,UrbanLandmark,39.453863991282965
13339,pq,39,ExpertTM,None,None,Bonfire,43.302069880673926
13340,pq,23,ITU21TMO,smooth,peak_hdr_1000000.0,UrbanLandmark,48.890748357514305
13341,pq,31,ITU21TMO,framewise,peak_hdr_100000.0,Bonfire,44.86067123018776
13342,hlg,23,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Sunset2,48.56446459515575
13343,pq,31,Rana19TMO,shot,desat_0.5,UrbanLandmark,33.01596703731692
13344,hlg,31,Rana19TMO,smooth,desat_0.75,Lights1,36.70358111148813
13345,pq,31,Rana19TMO,shot,desat_0.0,UrbanLandmark,35.05196017607278
13346,hlg,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,Moon,44.988642426489726
13347,pq,31,Rana19TMO,smooth,desat_0.0,OfficeBuilding,33.476220672125486
13348,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,Lights1,50.62304187043226
13349,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Porsche,76.20292199713616
13350,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,StainedGlass,60.36466306116828
13351,pq,23,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,firework,61.70247063871654
13352,pq,23,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Light2,57.05670941947017
13353,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.5,Light2,56.75921604639161
13354,hlg,39,Eilertsen15TMO,framewise,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Trees,44.06329887139546
13355,hlg,39,Rana19TMO,shot,desat_0.5,Sunroom,42.68861827257834
13356,pq,23,Rana19TMO,smooth,desat_0.25,CenterPanorama,41.04046996424632
13357,hlg,31,Rana19TMO,shot,desat_0.0,StainedGlass,55.627000524101675
13358,pq,23,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,firework,56.987673410533034
13359,pq,31,Yang21TMO,shot,desat_0.75,football3,37.157553264715816
13360,hlg,23,HableTMO,smooth,desat_0.25,Sunroom,62.24965537163204
